epoch,kl_loss,kl_weight,recon_loss,step,train_loss,val_kl_loss,val_loss,val_recon_loss
31,,,,9759,,0.0483916699886322,0.9472567439079285,0.923060953617096
31,0.04725959524512291,0.5,0.9287336468696594,9759,0.952363133430481,,,
32,,,,10064,,0.047068506479263306,0.9468528628349304,0.9233186841011047
32,0.04703785479068756,0.5,0.928597629070282,10064,0.9521166086196899,,,
33,,,,10369,,0.04811185598373413,0.9471784234046936,0.9231227040290833
33,0.04729141667485237,0.5,0.9285210967063904,10369,0.9521670341491699,,,
34,,,,10674,,0.046266503632068634,0.945412278175354,0.9222791194915771
34,0.047527067363262177,0.5,0.9268625974655151,10674,0.9506264328956604,,,
35,,,,10979,,0.04616300016641617,0.9456596374511719,0.9225780367851257
35,0.04783237725496292,0.5,0.9264869093894958,10979,0.9504026770591736,,,
36,,,,11284,,0.048203226178884506,0.9455385804176331,0.9214370846748352
36,0.04800490289926529,0.5,0.9261023998260498,11284,0.9501049518585205,,,
37,,,,11589,,0.04716023802757263,0.9461622834205627,0.9225823283195496
37,0.04820248484611511,0.5,0.9261996746063232,11589,0.9503009915351868,,,
38,,,,11894,,0.04756513983011246,0.9454038143157959,0.9216212034225464
38,0.04797060415148735,0.5,0.926105797290802,11894,0.9500916600227356,,,
39,,,,12199,,0.04811462387442589,0.9453101754188538,0.9212526679039001
39,0.0481596365571022,0.5,0.9251357316970825,12199,0.949215829372406,,,
40,,,,12504,,0.048139214515686035,0.9447662830352783,0.9206966161727905
40,0.048338256776332855,0.5,0.9248636364936829,12504,0.9490327835083008,,,
41,,,,12809,,0.04828399047255516,0.9446709156036377,0.920528769493103
41,0.04876750707626343,0.5,0.9246857762336731,12809,0.9490695595741272,,,
42,,,,13114,,0.047446344047784805,0.9443690180778503,0.9206458330154419
42,0.04852757602930069,0.5,0.9246167540550232,13114,0.9488803744316101,,,
43,,,,13419,,0.0496273972094059,0.9449992775917053,0.9201856255531311
43,0.04895470291376114,0.5,0.9245654940605164,13419,0.9490426182746887,,,
44,,,,13724,,0.047721099108457565,0.9448813199996948,0.9210209846496582
44,0.04850458353757858,0.5,0.9246270656585693,13724,0.9488787651062012,,,
45,,,,14029,,0.04816820099949837,0.9444916844367981,0.9204074144363403
45,0.04871077090501785,0.5,0.9243500232696533,14029,0.9487054347991943,,,
46,,,,14334,,0.04808589443564415,0.9445143938064575,0.92047119140625
46,0.048662763088941574,0.5,0.9243568181991577,14334,0.9486880302429199,,,
47,,,,14639,,0.04878513514995575,0.9439284801483154,0.9195358753204346
47,0.04871871694922447,0.5,0.9238558411598206,14639,0.9482151865959167,,,
48,,,,14944,,0.048293743282556534,0.9446310997009277,0.9204842448234558
48,0.048826735466718674,0.5,0.9236611127853394,14944,0.9480746388435364,,,
49,,,,15249,,0.048505112528800964,0.9444042444229126,0.9201518297195435
49,0.04935094341635704,0.5,0.9237399697303772,15249,0.9484153985977173,,,
